contentId,recommendationTitle1,recommendationTitle2,recommendationTitle3,recommendationTitle4,recommendationTitle5
-1839591250599587429,Mobile marketing statistics 2016,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement,Browser Trends December 2016: Mobile Overtakes Desktop,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,Six iconic retailers and their digital transformation journeys
162771765556771108,Introduction To Chatbots,Facebook Messenger bots are here and they want to kill apps,What the future will look like when we use chatbots instead of apps,Life Beyond Email: Chatbot Marketing,You're Asking Too Much of Chat Bots. Just Let Them Grow Up
2925450084561574364,Introducing the new Google Play Music,Mapping the World of Music Using Machine Learning: Part 1 - iHeartRadio Tech Blog,The Spotify Blog,Brand Marketing is a Growth Hack. Here's the Recipe,The Hateful Eight (2015)
-8194774279664546436,Why the customer experience matters,Banking Needs a Customer Experience Wake-Up Call,Developing a customer-experience vision,Transforming life insurance with design thinking,Using behavioral data to improve customer satisfaction
6850500272809381909,WeChat's world,Google's artificial intelligence is going in the wrong direction,Conversational Banking; from branches to bots. - Chatbots Magazine,Bots won't replace apps. Better apps will replace apps.,How do you sell SaaS software to enterprise businesses?
-3760006690401014603,A Baseline for Hybrid Mobile Developers,15 Interesting JavaScript and CSS Libraries for September 2016,15 Interesting JavaScript and CSS Libraries for October 2016,Leveling Up Your JavaScript -,20+ Docs and Guides for Front-end Developers (No. 9)
6309804346176212907,IBM Watson: Talking To An Ad,Today in Apple history: Steve Jobs resigns as Apple CEO,4 Reasons Managers Should Spend More Time on Coaching,Digital Leadership Is Not an Optional Part of Being a CEO,Today in Apple history: Steve Jobs passes away | Cult of Mac
-4231142613423804992,Governments vs Bitcoin: A Fight For Control,Is FinTech Forcing Banking to a Tipping Point?,Banks Need To Collaborate With Bitcoin and Fintech Developers,A digital crack in banking's business model,Blockchain Will Be Used By 15% of Big Banks By 2017
-9166778629773133902,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",Google Cloud Platform for AWS Professionals,Setting Up HTTP(S) Load Balancing,Speed Up a WordPress Website in 8 Steps,Google Ranking Factors: The Complete List
4804093434821394840,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,SpaceX plans to debut Red Dragon with 2018 Mars mission,"Reaching for the Stars, Across 4.37 Light-Years",Get your apps and games ready for space with Google Play | Android Developers Blog
-5867424949902842953,Facebook Messenger bots are here and they want to kill apps,Introduction To Chatbots,How will bots make money? Here are 7 business models,Facebook's new Messenger bots are the slowest way to use the internet,Facebook's new Messenger bots are the slowest way to use the internet
54678605145828343,How real businesses are using machine learning,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Machine Learning Is No Longer Just for Experts,Machine Learning for Designers,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery
3268064929368559554,Iniciando com o Docker: Criando suas próprias imagens - Tableless,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Your Docker Agenda for April,Automate Docker with the Remote API and Ruby,Containers - Clean up your House
-5798690764728257756,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,What Is a Good Retention Rate for Online Software,Serious Business: Is The Sharing Economy Good For Business?,How Airbnb uses Machine Learning to Detect Host Preferences - Airbnb Engineering & Data Science,The Pulse of a City - Uber Engineering Blog
-7879096649194981370,The Physical Web,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",Google Cloud Platform: The smart person's guide - TechRepublic,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,Most Interesting APIs in 2016: Cognitive Computing
-6192959589652486637,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,This is the flying chainsaw drone you knew was coming,Drone believed to have hit British Airways flight 'may have been a plastic bag',Alphabet testará drones de entrega nos Estados Unidos,Conheça a patente do Google que prevê entregas por drones - Startupi
207910079054861295,"Google Drive grows more powerful, feature by feature - TechRepublic",Dial in with ease using the latest Google Calendar app for Android,Add the Same File to Multiple Folders in Google Drive without Copying,"Choose the Google Docs, Sheets, and Slides files you want to access offline",[Security] How to Set Expiration Dates for Shared Google Drive Files
4338940510328721138,"Opening Google Docs, Sheets, and Slides files on mobile now easier when you're offline",Dial in with ease using the latest Google Calendar app for Android,Introducing Casting into Hangouts,Accept questions from your audience when presenting in Google Slides,Stay focused with Google Calendar event notifications in your browser
-4233809085822159066,PCI Compliance & Drupal Commerce: Which Payment Gateway Should I Choose?,Announcing pricing for Google Stackdriver,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,Final is a plaster on the gaping wound that is U.S. credit card security,Monitor your application errors with Stackdriver Error Reporting
2434296883874412747,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Quando o Scrum irá falhar - Tableless,Especialistas trazem tendências de UX para 2017 - KingHost,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos
9217155070834564627,AI Revolution 101 - AI Revolution,How to Think Exponentially and Better Predict the Future,When Is the Singularity? Probably Not in Your Lifetime,Microsoft's CEO Explores How Humans and A.I. Can Solve Society's Challenges-Together,The next AI is no AI
-9076501258717815738,DBA BRASIL no INTEROPMIX 2016,"Webinário gratuito ""Como analisar um AWR Report""",Vídeos motivacionais: os 21 vídeos mais incríveis.,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte
3575694866055127253,Dries Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The Risks and Rewards of Fully Decoupling Drupal | Acquia,Choosing Modules and Themes for Drupal 8,Drupal and ambitious digital experiences
-2871288807409592,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,Tech in Brazil is booming despite the country's political troubles,Meet the new Brazilian consumer,Latin America's chronic inefficiency could drive more O2O commerce growth,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals"
8712996026808754180,"Remote code execution, git, and OS X",Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,When to make a Git Commit,Git for Windows accidentally creates NTFS alternate data streams,Command-line utilities
-5315378314308323942,Google may be considering Swift for use on Android,Apple Releases First Preview of Swift 3.0 for Developers,Swift Top 10 Articles For The Past Year (v.2017),Top 100 Best Blogs for iOS Developers to Learn and Gain Insights,C# vs. Swift - Iron Man vs. Captain America
6743199836219189414,Automate Docker with the Remote API and Ruby,Containers - Clean up your House,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Your Docker Agenda for April,"Use Docker to build, test and push your Artifacts"
4307023751244532288,MOBILE TIME - Chatbots vão diminuir a força de Apple e Google,MOBILE TIME - Era dos bots abre inúmeras questões de ordem jurídica,Especialistas trazem tendências de UX para 2017 - KingHost,O início problemático dos chatbots no Facebook Messenger,Olhando para o futuro: 5 pontos de atenção
1434312143013787309,Building a technical career path at Spotify,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",The Skills You'll Need and the Salary You Can Expect as a Data Scientist,"curso de branding, diferenciação e estratégia de marca",Being A Developer After 40 - Free Code Camp
-8311338126170554747,What Pinterest learned in two years working on its search engine,"When not to quit, according to the founder of an $11 billion startup that took a while to get off the ground",How Pinterest Uses Machine Learning To Keep Its Users Pinned,Pinterest Acquires Read-It-Later App Instapaper,Pinterest's Real-World Pins Let In-Store Shoppers Save Real Items to Virtual Boards
-389749390447363927,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Confira as novidades apresentadas no Google I/O 2016,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-2220859822082318562,Conceito mostra ideias que adoraríamos ver no futuro iOS 10,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Confira as novidades apresentadas no Google I/O 2016,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-2667874153709252756,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeos motivacionais: os 21 vídeos mais incríveis.,O que é benchmarking? Veja quando um concorrente se torna inspiração!
7933362470375280252,How to Install and Use the Linux Bash Shell on Windows 10,Bash on Ubuntu on Windows - Download Now!,Top 5 open source command shells for Linux,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,How HTTP/2 is Changing Web Performance Best Practices
-3653998742295730637,The Risks and Rewards of Fully Decoupling Drupal | Acquia,Using Display Suite in Drupal 8: How to Customize Content Pages - WebWash,"Handling context in ""outside-in""",Drupal 8.1.0 is now available,Dries Buytaert
186710613029854965,Choosing Modules and Themes for Drupal 8,14 Cool Drupal 8 modules for site builders | August 2016,Drupal 8.1.0 is now available,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption",Dries Buytaert
-7780475830807410936,Evaluating the security of Drupal contrib modules,Search API,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,Voice Search Could Become Mainstream Within the Next 5 Years,Microsoft and HackerRank bring executable code snippets to Bing's search results pages
-1853084798056642222,Choosing Modules and Themes for Drupal 8,14 Cool Drupal 8 modules for site builders | August 2016,Drupal 8.1.0 is now available,Dries Buytaert,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
1681163606115593313,Customer Supplied Encryption Keys in Cloud Storage now in beta,Evaluating the security of Drupal contrib modules,Choosing Modules and Themes for Drupal 8,14 Cool Drupal 8 modules for site builders | August 2016,Drupal 8 Module of the Week: simpleSAMLphp Authentication | Acquia
-7259527987837041658,Choosing Modules and Themes for Drupal 8,14 Cool Drupal 8 modules for site builders | August 2016,Evaluating the security of Drupal contrib modules,Drupal 8.1.0 is now available,Drupal 8 Module of the Week: simpleSAMLphp Authentication | Acquia
972258375127367383,Optimizing Elasticsearch Searches,Search API,Building interfaces with ConstraintLayout - Google Developers,29 Common Google Analytics Data Errors And How To Fix Them,A Beginner's Guide To Understanding Convolutional Neural Networks
8801504303517439478,Dries Buytaert,Drupal 8.1.0 is now available,Dries Buytaert: Advancing Drupal's web services,The Risks and Rewards of Fully Decoupling Drupal | Acquia,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
-4024233104105796278,360 million reasons to destroy all passwords - Free Code Camp,Our password hashing has no clothes,"Frequent password changes are the enemy of security, FTC technologist says",Recently confirmed Myspace hack could be the largest yet,It's Official: 68 Million Dropbox Account Details Leaked Online
-582471538642477927,Load Testing Our Site on Pantheon (Drupalize.me),"Handling context in ""outside-in""",14 Cool Drupal 8 modules for site builders | August 2016,Drupal 8.1.0 is now available,Choosing Modules and Themes for Drupal 8
-4844663695104994694,Trello Is Being Acquired By Atlassian,[Kanban Boards] Is Pinnery the Better Trello?,"Slack debuts message buttons: bots with Trello, Kayak and 10 more to perform tasks in its app",Create a Slack Bot to Interact with Your Wiki,Building a Facebook Chat Bot with Node and Heroku
5640834597379907148,Black Friday salva o ano do e-commerce,Especialistas trazem tendências de UX para 2017 - KingHost,Degraus para o sucesso: a inovação no core do negócio,Olhando para o futuro: 5 pontos de atenção,"SINAIS do FUTURO imediato: #1, internet das coisas"
3756874058845999993,Features,Choosing Modules and Themes for Drupal 8,Evaluating the security of Drupal contrib modules,Meet Aquifer: A build system for easier Drupal development,14 Cool Drupal 8 modules for site builders | August 2016
65053321054180411,An Introduction to Elasticsearch Aggregations,Terms Aggregation in Elastic Search,Optimizing Elasticsearch Searches,2.3.0 Release Notes,Build Zappos like faceted navigation with ElasticSearch
-4600611344822394376,Optimizing Elasticsearch Searches,Terms Aggregation in Elastic Search,An Introduction to Elasticsearch Aggregations,Aggregations,29 Common Google Analytics Data Errors And How To Fix Them
7498047411414226273,Aggregations,Build Zappos like faceted navigation with ElasticSearch,A Data Engineer's Guide To Non-Traditional Data Storages,Optimizing Elasticsearch Searches,An Introduction to Elasticsearch Aggregations
-6511498353814468913,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,"A whole new GitHub Universe: announcing new tools, forums, and features",Welcome Google Cloud Platform!,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
7229629480273331039,Google Cloud Platform: The smart person's guide - TechRepublic,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",What's the Best Cloud? Probably GCP,Analyst: Google's cloud business could cause the stock to soar to over $900,Google Cloud Platform for AWS Professionals
1485652648052127324,The Rise And Growth of Ethereum Gets Mainstream Coverage,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's","Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Ethereum and Bitcoin Are Market Leaders But Not Competitors,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk
-5781461435447152359,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",Email Isn't The Thing You're Bad At,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,Bots won't replace apps. Better apps will replace apps.,These 17 life hacks will change the way you use Gmail
-8984665034930053829,Aggregations,Optimizing Elasticsearch Searches,Build Zappos like faceted navigation with ElasticSearch,A Data Engineer's Guide To Non-Traditional Data Storages,Terms Aggregation in Elastic Search
8878031598946138458,"Inbox by Gmail: a better way to keep track of events, newsletters and links",Email Isn't The Thing You're Bad At,The Ultimate Digital Clean-Up Checklist: Are You Prepared For The New Year? - Smashing Magazine,These 17 life hacks will change the way you use Gmail,Bots won't replace apps. Better apps will replace apps.
-8340365043226490059,"SINAIS do FUTURO imediato: #1, internet das coisas",Por que a limitação da banda larga é uma forma de ignorar o futuro,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,"diagramas para entender, criar, inovar e empreender: 3",O que é benchmarking? Veja quando um concorrente se torna inspiração!
-6346370309134074019,Modelando APIs REST com Swagger,Web Share API,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,"Fresco, sim! - Android Dev BR"
3906974906788964502,Documentando uma API JAX-RS com Swagger,Web Share API,Qual o futuro da biometria em pagamentos móveis? - CIO,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
-6479058008972757948,[Books] Biblioteca FIXE: Sugestões de Leitura,Braincast 207 - A Revolução das Máquinas Inteligentes,Dicas para aumentar produtividade: 14 dicas incríveis.,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Meio&Mensagem
8982094176562780806,7 Ways Meditation Can Actually Change The Brain,8 Things Every Person Should Do Before 8 A.M. - The Mission,So long MVP. Hello Minimum Loveable Product.,3 Skills That All Emotionally Intelligent People Master,Learning How to Learn: The Most Important Developer Skill - Free Code Camp
-5600393064072065417,Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data,"Google Drive grows more powerful, feature by feature - TechRepublic",Google Drive for Mac/PC just got better! Now sync only the subfolders you need.,[Security] How to Set Expiration Dates for Shared Google Drive Files,Advancing enterprise database workloads on Google Cloud Platform
-2841995722250280583,Quick Tip: Working with the JavaScript Battery API,Apple Debuts Wireless 'AirPods' With 5 Hours of Music Playback,Inside The iPhone 7: Why Apple Killed The Headphone Jack,The Internet of Things,11 Internet of Things (IoT) Protocols You Need to Know About
-3548152957882579401,Black Friday salva o ano do e-commerce,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Olhando para o futuro: 5 pontos de atenção,Degraus para o sucesso: a inovação no core do negócio
-1165347641456093580,New South & Central America Trend Briefing from TrendWatching | CRISIS SOLUTIONS,5 Asian Trends for 2017,5 Latin Trends for 2017 | TrendWatching,BACK FROM THE DEAD - TrendWatching,trendwatching.com | 5 Trends for 2017 | TrendWatching
-8797444257711529901,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,7 motivos para você acordar às 5 da manhã - Tudo Pela Arte,Vídeos motivacionais: os 21 vídeos mais incríveis.,Quando o Scrum irá falhar - Tableless
756136904399885845,You can now be identified by your 'brainprint' with 100% accuracy | KurzweilAI,Half Your Brain Stands Guard When Sleeping In A New Place,"Machine Learning Can Identify Pixelated Faces, Researchers Show",Ray Kurzweil: The world isn't getting worse - our information is getting better,Wells Fargo to Verify Customers through Eye Prints
1347061627677516149,You can now be identified by your 'brainprint' with 100% accuracy | KurzweilAI,Half Your Brain Stands Guard When Sleeping In A New Place,"Machine Learning Can Identify Pixelated Faces, Researchers Show",Ray Kurzweil: The world isn't getting worse - our information is getting better,Wells Fargo to Verify Customers through Eye Prints
5937899505996968869,Setting and Calculating a Web Performance Budget,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,The Business Case for Progressive Web Apps,The Progress of Web Apps - On the Edge,Google Ranking Factors: The Complete List
6484776051882277624,The Top 10 Most Common Mistakes That Node.js Developers Make,Node.js Examples - How Enterprises use Node in 2016 | @RisingStack,Welcome Google Cloud Platform!,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Building a Facebook Chat Bot with Node and Heroku
1362723651715193305,Load Your Steam Wallet Using Bitcoin,The brilliant mechanics of Pokémon Go,Warcraft fans' fury at Blizzard over server closure - BBC News,Understanding User Psychology: Thinking Like a Game Designer,4 Strategies for Mastering UX in Virtual Reality Games
1400543852157442197,Google's official Project Wing logo revealed,This is the flying chainsaw drone you knew was coming,Conheça a patente do Google que prevê entregas por drones - Startupi,America's allies are preparing for a bumpy ride,Peter Doig sued for disavowing 40-year-old painting
2415534163825594672,Planned Death,So long MVP. Hello Minimum Loveable Product.,10 Simple Habits of Insanely Productive People,Being A Developer After 40 - Free Code Camp,Seniority
-7586203274767893481,Google Cloud Platform: The smart person's guide - TechRepublic,Google Cloud Platform sets a course for new horizons,8 must-see sessions for application developers at Google Cloud Next '17,Google's Cloud Machine Learning service is now in public beta,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
-8099145207792678586,How to Start a Telegram Bot With PHP,Develop your first Facebook messenger bot in PHP,Bot Engine,How bot-to-bot could soon replace APIs,Introducing Mini Courses with MS Chatbots
5462702203586546682,Bradesco vai lançar novo banco digital: o Next.,Banco Original adota Bot no Messenger do Facebook,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Você poderá abrir ou fechar uma conta corrente pela internet | Tecnoblog
3929262240746146680,Google Cloud Platform: The smart person's guide - TechRepublic,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic",How the queen of Silicon Valley is helping Google go after Amazon's most profitable business,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals"
532564948976818124,Boogie Nights (1997),Mulholland Drive (2001),Touch (TV Series 2012-2013),"4 Months, 3 Weeks and 2 Days (2007)",The Color of Paradise (1999)
-1730766821655383888,Quick Tip: Working with the JavaScript Battery API,This Battery-Free Computer Sucks Power Out Of Thin Air,Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale,Why a ceramic iPhone 8 might be be the ultimate iPhone | Cult of Mac,Return of incandescent light bulbs as MIT makes them more efficient than LEDs
-535029905294961110,The Three Language Acquisition Stages,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",What's the Best Programming Language to Learn in 2017?,"Meet Parsey's Cousins: Syntax for 40 languages, plus new SyntaxNet capabilities",Write Like You Talk
-5500597021296520708,Google Drive for Mac/PC just got better! Now sync only the subfolders you need.,[Security] How to Set Expiration Dates for Shared Google Drive Files,Add the Same File to Multiple Folders in Google Drive without Copying,[Google4Work] Create a Tree View of your Google Drive,Google connects BigQuery to Google Drive and Sheets
1544550983918141657,Pinterest Reinvents Itself to Prove It's Really Worth Billions,What Pinterest learned in two years working on its search engine,How Pinterest Uses Machine Learning To Keep Its Users Pinned,Pinterest Acquires Read-It-Later App Instapaper,"Pinterest acquires the team behind Fleksy, a custom iOS and Android keyboard"
5163772683749067995,Decentralizing IoT networks through blockchain,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Machine Learning for Designers,How real businesses are using machine learning,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-2516726696296387544,Introduction To Chatbots,Why 2016 is shaping up to be the Year of the Bot,Exclusive: Why Microsoft is betting its future on AI,You're Asking Too Much of Chat Bots. Just Let Them Grow Up,How Facebook's Big Bet On Chatbots Might Remake The UX Of The Web
-5071600977095793163,The 100 (TV Series 2014- ),Labyrinth of Lies (2014),Touch (TV Series 2012-2013),Boogie Nights (1997),"The Cook, the Thief, His Wife & Her Lover (1989)"
3035329611795434601,The End Of Apps As We Know Them - Inside Intercom,Conversational Banking; from branches to bots. - Chatbots Magazine,2016 will be the year of conversational commerce - Chris Messina,WhatsApp just released desktop apps for Mac and Windows,The Conversational Economy Part 1: What's Causing the Bot Craze?
9113647036759476320,Linking the customer experience to value,Why the customer experience matters,Banking Needs a Customer Experience Wake-Up Call,Transforming life insurance with design thinking,The Future of Business is Design
-7082978776831463151,Failing model: Plastic Card + App and Card + Wallet Players?,Google will stop supporting physical Google Wallet cards on June 30,Final is a plaster on the gaping wound that is U.S. credit card security,"Amazon looking to buy Capital One? "" Banking Technology",UK shows off prototype of digital iPhone driving license using Apple's Wallet app
-7646489242554562522,The Americans (TV Series 2013- ),Melancholia (2011),Labyrinth of Lies (2014),Touch (TV Series 2012-2013),Mining in Space Could Lead to Conflicts on Earth - Facts So Romantic - Nautilus
-9192549002213406534,Calm down: Google's use of Material Design on iOS is fine,Introducing Casting into Hangouts,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better,8 things to expect from Google's biggest event of the year,"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push"
5304344058087060692,The Blockchain is the new Google,Blockchain Technology Could Put Bank Auditors Out of Work,Don Tapscott: How the blockchain is changing money and business,A smart home is where the bot is,We are on the verge of a consumer M&A avalanche
8587620342631480154,Software Architecture Patterns,Deep Learning Demystified,How to make Multi-Layered Parallax Illustration with CSS & Javascript,Microservices testing,Why Nature Prefers Hexagons - Issue 35: Boundaries - Nautilus
2910288655685129221,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Magnolia (1999),Orphan Black (TV Series 2013- ),Let the Right One In (2008),Touch (TV Series 2012-2013)
119886322445874454,An overview of web service solutions in Drupal 8,A Data Engineer's Guide To Non-Traditional Data Storages,Dries Buytaert: Advancing Drupal's web services,Migrating from Parse to Bluemix,The Top 10 Most Common Mistakes That Node.js Developers Make
515531013045220470,Tensorflow wins,How real businesses are using machine learning,Machine Learning Is No Longer Just for Experts,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Machine learning is a poor fit for most businesses
204997192300542382,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Fintechs: elas podem dominar o setor financeiro?,O Brasil das fintechs: conheça startups nacionais que podem fazer você sair dos bancos,"Idwall, a startup de dados que bancos, fintechs e empresas de pagamento estão de olho.","Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú"
7494490104520466117,Building a Facebook Chat Bot with Node and Heroku,How to Start a Telegram Bot With PHP,TechCrunch launches a personalized news recommendations bot on Facebook Messenger,How bot-to-bot could soon replace APIs,Introducing Mini Courses with MS Chatbots
-5636731245639685654,Rede Agricultura de Precisão II,"Agronegócio entra na era da agricultura digital | Economia, Notícias | Tribuna PR - Paraná Online","""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o..."
4981361987119307017,Ray Kurzweil: The world isn't getting worse - our information is getting better,You can now be identified by your 'brainprint' with 100% accuracy | KurzweilAI,You can now be identified by your 'brainprint' with 100% accuracy | KurzweilAI,7 Ways Meditation Can Actually Change The Brain,"""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise"
3365858042237188987,Windows Subsystem for Linux Overview,Linux at 25: Q&A With Linus Torvalds,Acquia's Dev Desktop - a Drupal server for beginners,Visual C++ for Linux Development,Leveling Up Your JavaScript -
7059601745558171892,Deep Learning Demystified,A Beginner's Guide To Understanding Convolutional Neural Networks,"Hexagonal != Layers

",The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,rasbt/python-machine-learning-book
7921510628110926276,Você poderá abrir ou fechar uma conta corrente pela internet | Tecnoblog,CMN regulamenta abertura de conta de depósito por meio eletrônico,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
5152069678055228801,IBM Watson: Talking To An Ad,IBM Watson is about to make Slack's chat bot smarter,IBM wants to bring machine learning to the mainframe,IBM Watson is Working to Bring AI to the Blockchain - CoinDesk,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element"
-7613994611628693820,"Clientes poderão abrir e fechar conta corrente pela internet, estabelece CMN",Você poderá abrir ou fechar uma conta corrente pela internet | Tecnoblog,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Bradesco vai testar tecnologia por trás do bitcoin em São Paulo
8690601908689146128,Calculating and searching 500 billion digits of Pi,Machine Learning is Fun!,Number plate recognition with Tensorflow,A Beginner's Guide To Understanding Convolutional Neural Networks,ŷhat | Classifying handwritten digits using TensorFlow
5238119115012015307,An operating model for company-wide agile development,An operating model for company-wide agile development,"Agile is Dead, Long Live Continuous Delivery - Gradle",12 Agile principles,Big IT Rising
2075656428057535795,"Google launches Duo video calling app, a dull cross-OS FaceTime rival",8 Things Every Person Should Do Before 8 A.M. - The Mission,How Neuroscientists Explain the Mind-Clearing Magic of Running,Sony Smart Tennis Sensor for Tennis Rackets,Google Calendar's newest feature uses machine learning to help you actually accomplish your goals
-6810702648836067504,"SINAIS do FUTURO imediato: #1, internet das coisas",Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,O que é benchmarking? Veja quando um concorrente se torna inspiração!,Olhando para o futuro: 5 pontos de atenção,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
-1473180765724334454,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,"Clientes poderão abrir e fechar conta corrente pela internet, estabelece CMN",Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
7933360486658437274,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,Blockchain startup R3 cuts fund-raising target to $150 million: source,The Drive to Bank on Digital,Itaú é pioneiro do blockchain,Microsoft Strikes Partnership With Banks on Blockchain Tech
8586403905004879205,4 Reasons Managers Should Spend More Time on Coaching,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",O que você deve fazer para se tornar um líder melhor?,Digital Health Coaching,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files"
